x, y
2.085975575644093, 0.0027327255030447617
6.211822546622483, 0.0025955255813403383
9.068800863507276, 0.0024316323670879906
13.3698173932216, 0.002374022350285157
15.986830197744483, 0.0021104327949804545
15.986830197744483, 0.0021104327949804545
18.391256988847463, 0.001953163145769184
19.121552470242897, 0.0018494516428613436
21.3565357035906, 0.0017285762061558167
23.369192140240955, 0.0016000285888346359
25.25541584259421, 0.0014659787601959953
27.29874258334787, 0.0013159462695830622
29.023190303971674, 0.001159353966016109
31.083892495976993, 0.0009904066066039143
33.484863941660606, 0.000847239442469092
37.046304919424635, 0.0007058236263348519
38.49518061584128, 0.0006163080300095814
40.82599209548601, 0.0005314704885221785
44.364726517637074, 0.00043827005486832325
47.40200804930943, 0.0004075223441421474
50.82181277293116, 0.00037449062177207616
54.96664768969024, 0.0003348350711473209
57.98912059813675, 0.0003199278275106723
60.275901104723296, 0.00031054068035794933
63.36129420785384, 0.0002993051332326017
65.38711386514939, 0.0002917516250737508
68.85930820693899, 0.0002815178764856962
72.15978833541203, 0.00026855794854986327
75.60361593671124, 0.000257649398986825
79.39778265548232, 0.0002520386828793439
88.79566403511949, 0.0002316809876037021
88.79566403511949, 0.0002316809876037021
