dopant,concentration,Tc,Th,Tmit,Hysteresis_Width,Resistance Ratio,Distance,Selected,Within_Tmit,Within_Hyst
Ni,2.20%,37.9559118236473,40.84168336673347,39.39879759519039,2.8857715430861717,51.37304370039528,6562216.405576512,True,False,False
Ni,2.40%,37.9559118236473,40.84168336673347,39.39879759519039,2.8857715430861717,47.547706721018486,6562216.405576512,True,False,False
Ni,2.60%,37.9559118236473,40.84168336673347,39.39879759519039,2.8857715430861717,49.20240407522844,6562216.405576512,True,False,False
Ni,2.80%,37.9559118236473,40.84168336673347,39.39879759519039,2.8857715430861717,49.248961643672324,6562216.405576512,True,False,False
Ni,3.00%,39.939879759519044,42.46492985971944,41.20240480961924,2.5250501002003958,43.234957780058075,9747248.392225869,True,False,False
Ni,3.20%,39.75951903807615,41.743486973947896,40.75150300601202,1.9839679358717461,45.012272766151014,17048454.074878592,True,False,False
Ni,3.40%,39.75951903807615,41.743486973947896,40.75150300601202,1.9839679358717461,42.20219846066877,17048454.074878592,True,False,False
Ni,3.60%,40.30060120240481,42.10420841683367,41.20240480961924,1.8036072144288582,42.15258126677753,20369934.507573344,True,False,False
Ni,3.80%,40.30060120240481,41.92384769539078,41.1122244488978,1.6232464929859702,42.43539426359272,24244446.84099633,True,False,False
Ni,4.00%,40.30060120240481,43.72745490981964,42.014028056112224,3.4268537074148284,44.8129885462507,3485191.9139564214,True,False,False
Ni,4.20%,39.21843687374749,41.20240480961924,40.210420841683366,1.9839679358717461,45.977830944600406,17048475.197685327,True,False,False
Ni,4.40%,39.57915831663327,42.10420841683367,40.84168336673347,2.525050100200403,43.10156786830923,9747262.083737073,True,False,False
Ni,4.60%,39.57915831663327,41.92384769539078,40.75150300601203,2.344689378757515,43.62732670686663,11795495.24884941,True,False,False
Ni,4.80%,39.39879759519039,42.825651302605216,41.112224448897805,3.4268537074148284,44.1680788933993,3485225.166834924,True,False,False
Ni,5.00%,38.496993987975955,41.02204408817636,39.75951903807616,2.525050100200403,50.346632052877915,9747304.719710425,True,False,False
Zn,0.20%,42.64529058116233,48.41683366733467,45.5310621242485,5.771543086172343,51.21408388224299,102410.3812639481,True,False,True
Zn,0.40%,43.36673346693387,48.95791583166333,46.1623246492986,5.591182364729455,46.342737467769034,142941.79834159606,True,False,True
Zn,0.60%,43.547094188376754,48.0561122244489,45.80160320641283,4.509018036072149,49.76739273533649,826620.2979805131,True,False,False
Zn,0.80%,42.64529058116233,47.515030060120246,45.08016032064128,4.869739478957918,49.47816458361534,480083.4942055778,True,False,False
Zn,1.00%,42.10420841683367,46.252505010020045,44.17835671342686,4.148296593186373,49.75019723182578,1375110.2286638294,True,False,False
Zn,1.20%,40.84168336673347,44.448897795591186,42.64529058116233,3.6072144288577164,53.54161977688715,2789767.3605311126,True,False,False
Zn,1.40%,40.30060120240481,44.2685370741483,42.28456913827655,3.967935871743485,49.21839166531349,1753094.6060450817,True,False,False
Zn,1.60%,40.4809619238477,44.809619238476955,42.64529058116233,4.328657314629254,49.537192796778506,1070555.8255672948,True,False,False
Zn,1.80%,40.30060120240481,44.08817635270541,42.19438877755511,3.787575150300597,52.647856628025,2218969.0299345497,True,False,False
Zn,2.00%,39.939879759519044,43.90781563126253,41.92384769539079,3.967935871743485,53.884796612316286,1753107.5168366048,True,False,False
Zn,2.20%,38.31663326653307,42.10420841683367,40.21042084168337,3.7875751503006043,52.495138169617576,2219043.6175867883,True,False,False
Zn,2.40%,39.21843687374749,42.825651302605216,41.02204408817636,3.6072144288577235,49.343142716270094,2789826.337402667,True,False,False
Zn,2.60%,39.39879759519039,43.36673346693387,41.382765531062134,3.967935871743485,49.45061551058618,1753127.3709737367,True,False,False
Zn,2.80%,39.75951903807615,42.825651302605216,41.292585170340686,3.0661322645290667,50.68296666170833,5343586.814248937,True,False,False
Zn,3.00%,41.02204408817636,44.809619238476955,42.91583166332666,3.787575150300597,53.06674841979923,2218943.858951301,True,False,False
Zn,3.20%,40.4809619238477,44.08817635270541,42.28456913827655,3.6072144288577093,52.47086504813685,2789780.011082742,True,False,False
Zn,3.40%,40.66132264529058,44.448897795591186,42.55511022044088,3.7875751503006043,47.814120316917204,2218956.314322946,True,False,False
Zn,3.60%,41.20240480961924,44.809619238476955,43.0060120240481,3.6072144288577164,46.24336835591709,2789754.9702194273,True,False,False
Zn,3.80%,40.66132264529058,44.2685370741483,42.46492985971944,3.6072144288577164,49.615642865255396,2789773.653276925,True,False,False
Zn,4.00%,41.20240480961924,46.07214428857716,43.637274549098194,4.869739478957918,53.75336721505898,480128.6313737017,True,False,False
Zn,4.20%,40.30060120240481,45.17034068136273,42.735470941883776,4.869739478957918,53.96223747008334,480158.9565531186,True,False,False
Zn,4.40%,40.66132264529058,44.809619238476955,42.73547094188377,4.148296593186373,49.76526569120558,1375157.9682311404,True,False,False
Zn,4.60%,40.66132264529058,44.629258517034074,42.64529058116233,3.9679358717434923,49.909390150628,1753081.955493461,True,False,False
Zn,4.80%,40.66132264529058,45.17034068136273,42.91583166332666,4.509018036072149,51.41201179297931,826710.5723167607,True,False,False
Zn,5.00%,39.57915831663327,42.64529058116233,41.1122244488978,3.0661322645290596,57.55170842547562,5343593.594944641,True,False,False
Zr,0.20%,41.743486973947896,45.71142284569139,43.72745490981964,3.9679358717434923,106.34266185019942,1753045.5652781606,True,False,False
Zr,0.40%,42.28456913827655,46.252505010020045,44.2685370741483,3.9679358717434923,87.32190303548798,1753028.2484802362,True,False,False
Zr,0.60%,42.28456913827655,46.07214428857716,44.17835671342685,3.7875751503006043,81.02445368441752,2218902.3145398125,True,False,False
Zr,0.80%,41.92384769539078,45.71142284569139,43.81763527054109,3.7875751503006043,90.22334525398443,2218913.8590717623,True,False,False
Zr,1.00%,41.38276553106213,44.448897795591186,42.91583166332666,3.0661322645290596,77.46007099496953,5343528.715687128,True,False,False
Zr,1.20%,39.39879759519039,42.46492985971944,40.93186372745491,3.0661322645290525,79.89048462141325,5343600.440700324,True,False,False
Zr,1.40%,39.939879759519044,43.547094188376754,41.743486973947896,3.6072144288577093,78.12478596342442,2789799.474859996,True,False,False
Zr,1.60%,40.120240480961925,42.64529058116233,41.38276553106213,2.525050100200403,83.52515003085387,9747241.644060126,True,False,False
Zr,1.80%,39.939879759519044,43.0060120240481,41.47294589178357,3.0661322645290525,73.23446992775669,5343580.098613345,True,False,False
Zr,2.00%,39.21843687374749,42.10420841683367,40.66132264529058,2.885771543086179,102.89246326176706,6562165.980477766,True,False,False
Zr,2.20%,38.31663326653307,41.02204408817636,39.669338677354716,2.705410821643291,109.192744865122,8017317.725690478,True,False,False
Zr,2.40%,38.31663326653307,41.38276553106213,39.8496993987976,3.0661322645290596,108.94697264762236,5343642.881493691,True,False,False
Zr,2.60%,38.857715430861724,41.563126252505015,40.21042084168337,2.705410821643291,106.66736957368313,8017296.017343925,True,False,False
Zr,2.80%,38.496993987975955,41.563126252505015,40.030060120240485,3.0661322645290596,108.76684388734243,5343635.645378173,True,False,False
Zr,3.00%,40.4809619238477,43.186372745490985,41.83366733466934,2.7054108216432837,70.16392024036594,8017234.405543231,True,False,False
Zr,3.20%,39.939879759519044,42.28456913827655,41.1122244488978,2.344689378757508,82.2785498603516,11795481.492278239,True,False,False
Zr,3.40%,40.120240480961925,42.46492985971944,41.292585170340686,2.344689378757515,78.1044442844592,11795474.711582491,True,False,False
Zr,3.60%,40.4809619238477,43.72745490981964,42.10420841683367,3.2464929859719405,84.29581697500608,4327797.993243087,True,False,False
Zr,3.80%,40.120240480961925,43.36673346693387,41.743486973947896,3.2464929859719476,79.08453831414495,4327811.0341545325,True,False,False
Zr,4.00%,40.84168336673347,43.90781563126253,42.374749498998,3.0661322645290596,96.09120743987675,5343547.496334596,True,False,False
Zr,4.20%,39.939879759519044,43.36673346693387,41.65330661322646,3.4268537074148284,130.2117680113815,3485205.0199278835,True,False,False
Zr,4.40%,39.939879759519044,42.46492985971944,41.20240480961924,2.5250501002003958,95.75081759727094,9747248.392225869,True,False,False
Zr,4.60%,40.120240480961925,43.72745490981964,41.92384769539078,3.6072144288577164,103.02083580001259,2789792.92187424,True,False,False
Zr,4.80%,40.30060120240481,43.186372745490985,41.743486973947896,2.8857715430861717,98.84157129574834,6562125.296303859,True,False,False
Zr,5.00%,38.496993987975955,41.38276553106213,39.939879759519044,2.8857715430861717,107.55766098110252,6562194.404460051,True,False,False
Hf,0.20%,43.0060120240481,46.432865731462925,44.71943887775551,3.4268537074148284,45.47472811262011,3485101.914317866,True,False,False
Hf,0.40%,43.72745490981964,48.236472945891784,45.981963927855716,4.509018036072142,44.27515774263529,826615.2088443334,True,False,False
Hf,0.60%,43.36673346693387,47.875751503006015,45.62124248496994,4.509018036072142,40.239421068820455,826625.4521766895,True,False,False
Hf,0.80%,42.64529058116233,46.432865731462925,44.53907815631263,3.787575150300597,44.77668999575438,2218891.0302478014,True,False,False
Hf,1.00%,42.825651302605216,46.7935871743487,44.809619238476955,3.967935871743485,41.244996931604724,1753011.5172221453,True,False,False
Hf,1.20%,40.4809619238477,43.90781563126253,42.19438877755512,3.4268537074148284,52.51882020882531,3485185.45856066,True,False,False
Hf,1.40%,40.66132264529058,43.90781563126253,42.28456913827655,3.2464929859719476,50.89960638612181,4327791.570377278,True,False,False
Hf,1.60%,40.4809619238477,44.629258517034074,42.55511022044089,4.148296593186373,51.70145523253101,1375164.2284469628,True,False,False
Hf,1.80%,40.4809619238477,43.90781563126253,42.19438877755512,3.4268537074148284,52.84193886933404,3485185.45856066,True,False,False
Hf,2.00%,39.939879759519044,43.547094188376754,41.743486973947896,3.6072144288577093,53.31371203734608,2789799.474859996,True,False,False
Hf,2.20%,39.03807615230461,43.36673346693387,41.20240480961924,4.328657314629261,58.57324414319155,1070607.9892132133,True,False,False
Hf,2.40%,39.57915831663327,43.186372745490985,41.38276553106213,3.6072144288577164,53.26709313292129,2789812.776011372,True,False,False
Hf,2.60%,39.21843687374749,43.72745490981964,41.47294589178357,4.509018036072149,52.84756665522892,826761.9552429337,True,False,False
Hf,2.80%,39.75951903807615,43.186372745490985,41.47294589178357,3.4268537074148355,57.895365420574926,3485211.670503554,True,False,False
Hf,3.00%,41.92384769539078,44.629258517034074,43.27655310621243,2.705410821643291,37.77031057839625,8017184.063576671,True,False,False
Hf,3.20%,40.66132264529058,44.08817635270541,42.374749498998,3.4268537074148284,45.38652200461588,3485179.0682248785,True,False,False
Hf,3.40%,40.84168336673347,44.2685370741483,42.55511022044088,3.4268537074148284,42.93990367459345,3485172.7429490765,True,False,False
Hf,3.60%,41.20240480961924,45.35070140280561,43.276553106212425,4.148296593186373,40.772156909439936,1375139.5779435511,True,False,False
Hf,3.80%,40.84168336673347,43.90781563126253,42.374749498998,3.0661322645290596,43.5526549077419,5343547.496334596,True,False,False
Hf,4.00%,41.20240480961924,45.71142284569139,43.45691382765531,4.509018036072149,55.954160822967374,826692.3772091105,True,False,False
Hf,4.20%,40.4809619238477,44.629258517034074,42.55511022044089,4.148296593186373,63.12066669778655,1375164.2284469628,True,False,False
Hf,4.40%,40.66132264529058,43.90781563126253,42.28456913827655,3.2464929859719476,63.70907334755662,4327791.570377278,True,False,False
Hf,4.60%,40.66132264529058,43.90781563126253,42.28456913827655,3.2464929859719476,61.134013955488896,4327791.570377278,True,False,False
Hf,4.80%,40.66132264529058,43.90781563126253,42.28456913827655,3.2464929859719476,65.56115279814927,4327791.570377278,True,False,False
Hf,5.00%,39.39879759519039,43.72745490981964,41.563126252505015,4.328657314629254,57.916334705288804,1070594.5579418635,True,False,False
Pt,0.20%,39.75951903807615,43.547094188376754,41.65330661322645,3.7875751503006043,53.532686783020395,2218988.591301753,True,False,False
Pt,0.40%,39.939879759519044,43.72745490981964,41.83366733466934,3.787575150300597,52.43175683937334,2218982.0057860524,True,False,False
Pt,0.60%,39.939879759519044,43.547094188376754,41.743486973947896,3.6072144288577093,45.10316099532562,2789799.474859996,True,False,False
Pt,0.80%,39.57915831663327,42.64529058116233,41.1122244488978,3.0661322645290596,56.90590274867088,5343593.594944641,True,False,False
Pt,1.00%,39.39879759519039,42.46492985971944,40.93186372745491,3.0661322645290525,48.897317486333186,5343600.440700324,True,False,False
Pt,1.20%,37.77555110220441,40.120240480961925,38.947895791583164,2.344689378757515,38.21121734283062,11795567.935304485,True,False,False
Pt,1.40%,37.054108216432866,40.30060120240481,38.677354709418836,3.2464929859719476,46.68859767892935,4327932.38908885,True,False,False
Pt,1.60%,37.054108216432866,40.30060120240481,38.677354709418836,3.2464929859719476,53.93862418906319,4327932.38908885,True,False,False
Pt,1.80%,37.41482965931864,40.120240480961925,38.76753507014028,2.7054108216432837,43.09185924108436,8017355.207467722,True,False,False
Pt,2.00%,36.873747494989985,39.21843687374749,38.04609218436874,2.344689378757508,36.54229609136467,11795606.718281347,True,False,False
Pt,2.20%,36.6933867735471,38.13627254509018,37.41482965931864,1.4428857715430823,20.08741821000906,28749238.176700663,True,False,False
Pt,2.40%,36.6933867735471,38.13627254509018,37.41482965931864,1.4428857715430823,22.239435041706752,28749238.176700663,True,False,False
Pt,2.60%,36.6933867735471,38.496993987975955,37.59519038076152,1.8036072144288582,26.328961392626912,20370083.13348248,True,False,False
Pt,2.80%,36.6933867735471,38.13627254509018,37.41482965931864,1.4428857715430823,24.130013127721362,28749238.176700663,True,False,False
Pt,3.00%,38.857715430861724,41.02204408817636,39.939879759519044,2.164328657314634,52.37393242499868,14210913.377236078,True,False,False
Pt,3.20%,37.054108216432866,39.03807615230461,38.04609218436874,1.9839679358717461,39.33621650211558,17048565.544310443,True,False,False
Pt,3.40%,37.9559118236473,39.939879759519044,38.94789579158317,1.9839679358717461,49.86044506494266,17048526.761333667,True,False,False
Pt,3.60%,38.496993987975955,41.02204408817636,39.75951903807616,2.525050100200403,46.563846518263546,9747304.719710425,True,False,False
Pt,3.80%,37.9559118236473,39.939879759519044,38.94789579158317,1.9839679358717461,51.994847408620714,17048526.761333667,True,False,False
Pt,4.00%,38.13627254509018,41.02204408817636,39.57915831663327,2.885771543086179,64.1217235451536,6562209.006810993,True,False,False
Pt,4.20%,36.873747494989985,39.57915831663327,38.22645290581163,2.7054108216432837,65.48315521748721,8017378.477253787,True,False,False
Pt,4.40%,37.41482965931864,40.120240480961925,38.76753507014028,2.7054108216432837,58.08824593148239,8017355.207467722,True,False,False
Pt,4.60%,37.59519038076152,40.30060120240481,38.947895791583164,2.705410821643291,59.26515147462975,8017347.580992264,True,False,False
Pt,4.80%,37.77555110220441,40.120240480961925,38.947895791583164,2.344689378757515,62.30541769528148,11795567.935304485,True,False,False
Pt,5.00%,36.873747494989985,38.677354709418836,37.77555110220441,1.803607214428851,33.56432454083804,20370075.084117357,True,False,False
Sn,0.20%,40.84168336673347,43.547094188376754,42.19438877755511,2.7054108216432837,37.603206333863895,8017221.429691729,True,False,False
Sn,0.40%,41.02204408817636,43.547094188376754,42.28456913827655,2.5250501002003958,41.2760781832886,9747208.879131544,True,False,False
Sn,0.60%,41.02204408817636,43.547094188376754,42.28456913827655,2.5250501002003958,43.42748311102882,9747208.879131544,True,False,False
Sn,0.80%,40.66132264529058,43.547094188376754,42.10420841683367,2.8857715430861717,40.86612916206302,6562112.255392376,True,False,False
Sn,1.00%,40.120240480961925,42.46492985971944,41.292585170340686,2.344689378757515,34.077834367876996,11795474.711582491,True,False,False
Sn,1.20%,38.857715430861724,39.939879759519044,39.39879759519039,1.0821643286573206,37.98382839262931,40001873.36346012,True,False,False
Sn,1.40%,38.857715430861724,41.02204408817636,39.939879759519044,2.164328657314634,42.309962741887176,14210913.377236078,True,False,False
Sn,1.60%,38.31663326653307,40.66132264529058,39.48897795591182,2.344689378757515,43.927184419725606,11795545.446238175,True,False,False
Sn,1.80%,38.496993987975955,41.02204408817636,39.75951903807616,2.525050100200403,41.23639935207415,9747304.719710425,True,False,False
Sn,2.00%,38.677354709418836,40.30060120240481,39.48897795591182,1.6232464929859773,39.1537280125686,24244510.79495619,True,False,False
Sn,2.20%,38.13627254509018,39.75951903807615,38.947895791583164,1.6232464929859702,29.612457878799557,24244533.28402266,True,False,False
Sn,2.40%,38.13627254509018,38.31663326653307,38.22645290581163,0.18036072144288795,31.843747008068767,86450330.2938061,True,False,False
Sn,2.60%,38.13627254509018,39.03807615230461,38.587174348697395,0.9018036072144326,33.0756379488653,46951200.26169427,True,False,False
Sn,2.80%,38.13627254509018,40.120240480961925,39.12825651302605,1.9839679358717461,36.9012555203863,17048519.19991825,True,False,False
Sn,3.00%,39.75951903807615,41.38276553106213,40.571142284569135,1.6232464929859773,39.51142059269238,24244467.57344302,True,False,False
Sn,3.20%,38.496993987975955,39.939879759519044,39.2184368737475,1.4428857715430894,41.682694735625525,28749159.960147124,True,False,False
Sn,3.40%,39.21843687374749,40.66132264529058,39.93987975951904,1.4428857715430894,43.32013028603194,28749130.495205212,True,False,False
Sn,3.60%,39.75951903807615,41.38276553106213,40.571142284569135,1.6232464929859773,46.20069799786919,24244467.57344302,True,False,False
Sn,3.80%,39.03807615230461,41.02204408817636,40.030060120240485,1.9839679358717461,44.580190760991776,17048482.368740868,True,False,False
Sn,4.00%,39.39879759519039,41.563126252505015,40.4809619238477,2.164328657314627,40.57175436540161,14210891.961659536,True,False,False
Sn,4.20%,38.677354709418836,39.939879759519044,39.30861723446894,1.2625250501002085,41.50038676424055,33969802.56779728,True,False,False
Sn,4.40%,38.496993987975955,41.02204408817636,39.75951903807616,2.525050100200403,44.980087868023055,9747304.719710425,True,False,False
Sn,4.60%,38.496993987975955,40.84168336673347,39.669338677354716,2.344689378757515,48.54372189252842,11795538.080002699,True,False,False
Sn,4.80%,38.857715430861724,41.02204408817636,39.939879759519044,2.164328657314634,47.417065232121146,14210913.377236078,True,False,False
Sn,5.00%,38.13627254509018,39.03807615230461,38.587174348697395,0.9018036072144326,41.45685476148214,46951200.26169427,True,False,False
Nd,0.20%,43.547094188376754,48.41683366733467,45.981963927855716,4.869739478957918,42.86767248431583,480057.39792484004,True,False,False
Nd,0.40%,43.547094188376754,48.41683366733467,45.981963927855716,4.869739478957918,45.78609116553332,480057.39792484004,True,False,False
Nd,0.60%,43.547094188376754,48.236472945891784,45.89178356713427,4.68937875751503,37.41630231288795,632847.7513007242,True,False,False
Nd,0.80%,43.36673346693387,47.515030060120246,45.44088176352706,4.148296593186373,44.83393172913739,1375071.8721913653,True,False,False
Nd,1.00%,42.28456913827655,46.97394789579159,44.629258517034074,4.689378757515037,41.8094073987897,632884.9692235371,True,False,False
Nd,1.20%,41.38276553106213,44.98997995991984,43.186372745490985,3.6072144288577164,42.226455419184354,2789748.872653554,True,False,False
Nd,1.40%,41.38276553106213,44.98997995991984,43.186372745490985,3.6072144288577164,43.20592921624107,2789748.872653554,True,False,False
Nd,1.60%,41.38276553106213,44.98997995991984,43.186372745490985,3.6072144288577164,44.99243725573294,2789748.872653554,True,False,False
Nd,1.80%,41.38276553106213,44.98997995991984,43.186372745490985,3.6072144288577164,43.958686347043596,2789748.872653554,True,False,False
Nd,2.00%,40.4809619238477,43.72745490981964,42.10420841683367,3.2464929859719405,49.152495852249594,4327797.993243087,True,False,False
Nd,2.20%,39.939879759519044,43.0060120240481,41.47294589178357,3.0661322645290525,45.67667125329402,5343580.098613345,True,False,False
Nd,2.40%,39.939879759519044,43.36673346693387,41.65330661322646,3.4268537074148284,46.93504933769599,3485205.0199278835,True,False,False
Nd,2.60%,39.939879759519044,43.36673346693387,41.65330661322646,3.4268537074148284,45.692850083836234,3485205.0199278835,True,False,False
Nd,2.80%,39.939879759519044,42.825651302605216,41.382765531062134,2.8857715430861717,45.692006515529975,6562138.597455259,True,False,False
Nd,3.00%,41.92384769539078,44.98997995991984,43.45691382765531,3.0661322645290596,38.972495156217065,5343510.520579478,True,False,False
Nd,3.20%,41.02204408817636,44.448897795591186,42.735470941883776,3.4268537074148284,41.850111671065385,3485166.482733254,True,False,False
