x, y
26.265511302935032, 7.51094433280007
29.575308025567214, 7.08420204667979
31.56347610775528, 6.5874584617663166
34.37532370767249, 6.298092036809075
36.03790361001679, 6.0452677153307555
39.054402683792446, 5.352728290039625
40.76152284004464, 5.00334221485757
43.21657948300173, 4.253577151560952
44.22972035692933, 4.050224239864941
45.61256301909738, 3.6919820396221064
47.628309313383234, 3.364126352986838
49.256400115078975, 2.9996451233873165
51.25389674371462, 2.6293459802997963
52.46898315960982, 2.310024786709181
53.65440425969028, 1.9194875866891299
54.69518484416773, 1.5286106704534235
56.01741309451947, 1.0986562509891349
56.78961840787042, 0.8380541335175934
57.08924655363636, 0.6816213391125168
57.66877721666847, 0.498196718831687
58.159365743401935, 0.38061507970304165
58.63019404875636, 0.2955376335209829
59.33091125523529, 0.21753635559081344
59.71117924627113, 0.15918297897267744
60.59024580739108, 0.11259847744612232
60.96602441142618, 0.0913978855852159
61.59263213951385, 0.07317405743486526
61.98988139062606, 0.06262340263297109
63.880566738985, 0.04341162612198646
68.42826195957514, 0.026758120548664843
69.38809905017563, 0.02423039036296319
71.1437414851069, 0.023576729866902502
72.69427120778924, 0.02199510835578346
74.39950028664043, 0.02153109672842463
76.9483728182223, 0.02051857298996793
78.89919596539406, 0.02043914025566091
81.27507335131779, 0.019752052453253514
82.87632392234053, 0.01904234243715547
83.94223815544618, 0.018898572806720474
85.96087872063234, 0.018707386126207794
88.77118885924791, 0.017757232451951134
90.36504424140986, 0.01753832743102368
