x, y
25.99948437391597, 6.584072662480808
27.18825329598071, 6.4557874408495834
28.54446328475148, 6.251340042727567
29.53632953791793, 6.033635349541431
30.64900181285906, 5.7613249356204435
31.758825940738937, 5.629572642029374
33.22212779647395, 5.290119797255271
35.047213514746076, 5.070285193213126
36.515154659958725, 4.902785326642588
37.49288780011004, 4.702426238535627
39.1715226420965, 4.44898486431384
41.440066010900985, 4.025116823923632
42.36479517267901, 3.868907182655408
43.83339358259809, 3.607146382376278
45.523467136668586, 3.4061473731601786
50.02358177362689, 3.001621087949438
51.35441211996118, 2.8928366196640267
53.85848687286713, 2.6539700729327493
56.74660792795764, 2.2492855366167217
59.1548027504414, 2.070880986231996
61.9161139973744, 1.6284740396971649
63.03109630792121, 1.3641105781703708
64.21402672069306, 1.219817758353767
65.35849753900492, 0.9693420741807001
66.07399359224567, 0.7257347573377954
66.89721187158432, 0.5212634699746296
67.52557999286233, 0.41443455728705886
67.9689377084101, 0.34439371104379385
68.9380226287398, 0.25441194676860607
69.68668940956297, 0.18180672897886863
70.00695028599662, 0.15937987384599397
71.09080669249218, 0.12025632936866762
72.0620824951767, 0.08448117613874326
73.75578061426576, 0.06425712056626046
76.03518999081943, 0.05471815905873306
78.45753714458459, 0.04311700852349979
80.21400212131223, 0.03389692132625226
83.45926774946223, 0.025711339634361605
85.50621297721116, 0.023855447987770305
87.65089461990402, 0.022892856589397666
89.37148293715839, 0.021081567814790675
91.4449032485212, 0.020346941204106215
